A1,A2,A3,A4,A5,A6,A7,A8,A9,target
38.0,0.0,102.0,0.0,34.0,-7.0,65.0,69.0,4.0,1
37.0,0.0,82.0,0.0,36.0,-6.0,45.0,46.0,2.0,1
49.0,0.0,107.0,0.0,46.0,-13.0,58.0,60.0,2.0,1
55.0,-4.0,97.0,0.0,52.0,0.0,41.0,45.0,4.0,4
41.0,5.0,93.0,0.0,38.0,-14.0,52.0,55.0,2.0,1
82.0,0.0,85.0,0.0,-10.0,-29.0,3.0,95.0,92.0,5
53.0,0.0,77.0,0.0,54.0,7.0,25.0,23.0,0.0,1
56.0,0.0,97.0,0.0,46.0,30.0,41.0,50.0,10.0,4
47.0,-4.0,81.0,0.0,46.0,0.0,35.0,35.0,0.0,1
58.0,-4.0,86.0,0.0,56.0,0.0,29.0,30.0,0.0,1
56.0,1.0,89.0,0.0,56.0,15.0,33.0,32.0,0.0,1
41.0,0.0,82.0,-6.0,38.0,-10.0,41.0,43.0,2.0,1
52.0,0.0,80.0,6.0,52.0,0.0,28.0,28.0,0.0,1
37.0,0.0,106.0,14.0,28.0,0.0,69.0,78.0,8.0,1
45.0,-3.0,83.0,0.0,44.0,-11.0,37.0,39.0,2.0,1
39.0,0.0,77.0,3.0,38.0,0.0,39.0,39.0,0.0,1
59.0,-1.0,108.0,0.0,56.0,-23.0,49.0,51.0,2.0,1
55.0,0.0,92.0,0.0,-4.0,7.0,36.0,97.0,60.0,4
46.0,-1.0,85.0,0.0,46.0,0.0,39.0,39.0,0.0,1
83.0,0.0,87.0,0.0,-40.0,4.0,4.0,128.0,124.0,5
37.0,0.0,90.0,0.0,30.0,13.0,53.0,59.0,6.0,1
37.0,0.0,106.0,0.0,38.0,25.0,69.0,67.0,0.0,1
37.0,0.0,78.0,2.0,16.0,0.0,41.0,63.0,22.0,1
44.0,-1.0,76.0,-3.0,44.0,10.0,32.0,32.0,0.0,1
44.0,0.0,77.0,-4.0,44.0,2.0,33.0,33.0,0.0,1
41.0,1.0,79.0,0.0,38.0,-27.0,38.0,41.0,2.0,1
82.0,1.0,86.0,0.0,-10.0,5.0,3.0,96.0,92.0,5
45.0,0.0,83.0,8.0,44.0,0.0,38.0,39.0,0.0,1
51.0,1.0,78.0,0.0,52.0,38.0,27.0,26.0,0.0,1
37.0,0.0,75.0,0.0,26.0,-5.0,38.0,49.0,10.0,1
48.0,-5.0,78.0,0.0,46.0,0.0,30.0,32.0,2.0,1
55.0,0.0,98.0,0.0,44.0,15.0,42.0,54.0,12.0,4
37.0,0.0,77.0,0.0,0.0,-5.0,40.0,77.0,36.0,1
43.0,0.0,79.0,2.0,44.0,22.0,35.0,35.0,0.0,1
42.0,-1.0,76.0,0.0,42.0,0.0,35.0,35.0,0.0,1
39.0,4.0,106.0,0.0,38.0,0.0,67.0,67.0,0.0,1
46.0,1.0,87.0,0.0,46.0,5.0,41.0,41.0,0.0,1
55.0,0.0,77.0,0.0,-20.0,-11.0,21.0,97.0,76.0,4
37.0,0.0,80.0,0.0,28.0,9.0,43.0,52.0,8.0,1
37.0,0.0,78.0,0.0,-4.0,-10.0,42.0,83.0,42.0,1
45.0,0.0,76.0,0.0,46.0,28.0,30.0,29.0,0.0,1
51.0,0.0,85.0,1.0,50.0,0.0,34.0,36.0,2.0,1
44.0,4.0,81.0,0.0,42.0,-14.0,37.0,39.0,2.0,1
56.0,0.0,77.0,0.0,-6.0,-7.0,21.0,85.0,64.0,4
55.0,0.0,96.0,0.0,46.0,-17.0,41.0,50.0,8.0,4
45.0,1.0,76.0,2.0,44.0,0.0,31.0,32.0,2.0,1
50.0,0.0,90.0,7.0,50.0,0.0,40.0,41.0,0.0,1
56.0,0.0,96.0,0.0,52.0,-7.0,40.0,44.0,4.0,4
44.0,0.0,77.0,0.0,44.0,7.0,34.0,34.0,0.0,1
44.0,2.0,78.0,0.0,44.0,11.0,34.0,34.0,0.0,1
85.0,0.0,88.0,-1.0,6.0,-4.0,3.0,83.0,80.0,5
80.0,-4.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0,5
48.0,-2.0,81.0,0.0,46.0,-2.0,33.0,35.0,2.0,1
37.0,0.0,81.0,0.0,28.0,-21.0,45.0,53.0,8.0,1
44.0,0.0,82.0,-2.0,44.0,19.0,38.0,38.0,0.0,1
45.0,0.0,80.0,-3.0,44.0,0.0,35.0,36.0,2.0,1
45.0,-1.0,81.0,0.0,44.0,-13.0,35.0,37.0,2.0,1
79.0,0.0,83.0,-4.0,-46.0,0.0,4.0,129.0,126.0,5
55.0,0.0,78.0,0.0,44.0,-22.0,23.0,34.0,12.0,4
45.0,-3.0,76.0,0.0,46.0,15.0,30.0,29.0,0.0,1
48.0,0.0,85.0,-1.0,46.0,0.0,37.0,39.0,2.0,1
57.0,-3.0,106.0,-2.0,56.0,0.0,49.0,49.0,0.0,1
37.0,0.0,77.0,-3.0,8.0,0.0,40.0,69.0,28.0,1
56.0,0.0,78.0,0.0,42.0,-20.0,22.0,37.0,14.0,4
55.0,4.0,81.0,0.0,54.0,0.0,25.0,26.0,2.0,1
53.0,0.0,81.0,0.0,52.0,-8.0,28.0,30.0,2.0,1
37.0,0.0,77.0,0.0,0.0,-4.0,40.0,77.0,36.0,1
41.0,-1.0,77.0,0.0,42.0,6.0,36.0,35.0,0.0,1
45.0,0.0,83.0,0.0,46.0,27.0,37.0,36.0,0.0,1
57.0,1.0,81.0,4.0,56.0,0.0,24.0,24.0,0.0,1
37.0,0.0,79.0,0.0,34.0,-25.0,43.0,46.0,2.0,1
37.0,4.0,82.0,-4.0,34.0,0.0,45.0,48.0,4.0,1
55.0,0.0,93.0,0.0,10.0,0.0,37.0,82.0,46.0,4
43.0,0.0,85.0,0.0,42.0,-20.0,42.0,44.0,2.0,1
56.0,0.0,77.0,0.0,-2.0,5.0,21.0,79.0,58.0,4
53.0,-3.0,83.0,0.0,54.0,0.0,30.0,29.0,0.0,1
48.0,3.0,77.0,0.0,46.0,0.0,28.0,30.0,2.0,1
37.0,0.0,82.0,1.0,24.0,-4.0,45.0,59.0,14.0,1
37.0,0.0,77.0,6.0,26.0,0.0,40.0,51.0,10.0,1
51.0,0.0,84.0,-3.0,50.0,-1.0,34.0,35.0,2.0,1
82.0,5.0,86.0,5.0,-2.0,0.0,3.0,88.0,84.0,5
56.0,-2.0,92.0,0.0,56.0,4.0,36.0,35.0,0.0,1
44.0,0.0,81.0,0.0,44.0,4.0,38.0,37.0,0.0,1
57.0,0.0,88.0,-3.0,56.0,0.0,31.0,31.0,0.0,1
44.0,-4.0,81.0,-2.0,44.0,1.0,37.0,37.0,0.0,1
49.0,0.0,76.0,-2.0,46.0,-20.0,27.0,30.0,2.0,1
41.0,0.0,77.0,0.0,42.0,1.0,36.0,35.0,0.0,1
37.0,1.0,90.0,0.0,24.0,5.0,52.0,66.0,14.0,1
37.0,0.0,77.0,0.0,12.0,4.0,40.0,64.0,24.0,1
37.0,0.0,76.0,0.0,36.0,10.0,40.0,40.0,0.0,1
51.0,0.0,91.0,0.0,50.0,-12.0,40.0,42.0,2.0,1
37.0,0.0,104.0,-2.0,28.0,0.0,67.0,76.0,8.0,1
46.0,4.0,86.0,0.0,46.0,0.0,40.0,39.0,0.0,1
37.0,0.0,95.0,0.0,10.0,23.0,58.0,84.0,26.0,1
37.0,0.0,79.0,0.0,30.0,11.0,43.0,48.0,6.0,1
37.0,0.0,104.0,0.0,20.0,-22.0,67.0,84.0,16.0,1
52.0,0.0,78.0,-2.0,52.0,-3.0,26.0,26.0,0.0,1
55.0,0.0,79.0,0.0,10.0,-8.0,23.0,68.0,46.0,4
55.0,0.0,98.0,0.0,54.0,31.0,42.0,44.0,2.0,1
57.0,1.0,87.0,1.0,56.0,0.0,30.0,30.0,0.0,1
82.0,1.0,86.0,0.0,-22.0,6.0,4.0,109.0,106.0,5
38.0,0.0,76.0,0.0,36.0,-27.0,38.0,40.0,2.0,1
53.0,0.0,82.0,0.0,52.0,-20.0,29.0,30.0,2.0,1
56.0,0.0,95.0,-7.0,50.0,0.0,40.0,46.0,6.0,4
49.0,1.0,82.0,0.0,50.0,19.0,33.0,33.0,0.0,1
55.0,0.0,82.0,0.0,-40.0,-1.0,26.0,123.0,96.0,4
55.0,3.0,77.0,0.0,26.0,0.0,22.0,52.0,30.0,4
43.0,0.0,83.0,1.0,42.0,0.0,39.0,41.0,2.0,1
43.0,0.0,81.0,0.0,44.0,31.0,38.0,37.0,0.0,1
37.0,0.0,93.0,0.0,10.0,24.0,55.0,82.0,28.0,1
46.0,0.0,77.0,-1.0,46.0,-12.0,32.0,31.0,0.0,1
46.0,0.0,81.0,0.0,44.0,-15.0,35.0,37.0,2.0,1
55.0,0.0,92.0,0.0,34.0,6.0,37.0,59.0,22.0,4
45.0,4.0,81.0,0.0,44.0,-3.0,36.0,37.0,2.0,1
41.0,0.0,79.0,2.0,38.0,0.0,38.0,40.0,2.0,1
44.0,2.0,85.0,0.0,44.0,0.0,41.0,41.0,0.0,1
54.0,0.0,83.0,-2.0,54.0,0.0,28.0,28.0,0.0,1
45.0,-2.0,85.0,0.0,44.0,-9.0,40.0,41.0,2.0,1
37.0,0.0,104.0,-1.0,18.0,0.0,66.0,86.0,20.0,1
47.0,0.0,84.0,-4.0,46.0,0.0,38.0,38.0,0.0,1
43.0,-4.0,77.0,0.0,44.0,19.0,34.0,34.0,0.0,1
37.0,0.0,76.0,0.0,36.0,29.0,40.0,40.0,0.0,1
37.0,0.0,75.0,-1.0,20.0,-3.0,38.0,54.0,16.0,1
56.0,0.0,85.0,0.0,54.0,-5.0,29.0,31.0,2.0,1
41.0,0.0,76.0,-1.0,42.0,0.0,35.0,35.0,0.0,1
37.0,0.0,103.0,0.0,18.0,-6.0,66.0,85.0,18.0,1
37.0,0.0,78.0,0.0,0.0,-4.0,42.0,78.0,36.0,1
40.0,1.0,97.0,0.0,38.0,0.0,57.0,59.0,2.0,1
41.0,0.0,79.0,0.0,38.0,-5.0,38.0,40.0,2.0,1
56.0,5.0,98.0,0.0,38.0,-2.0,42.0,59.0,18.0,4
56.0,-1.0,86.0,0.0,56.0,0.0,30.0,29.0,0.0,1
55.0,0.0,96.0,0.0,52.0,0.0,41.0,44.0,4.0,4
51.0,0.0,88.0,0.0,52.0,16.0,36.0,36.0,0.0,1
41.0,0.0,100.0,0.0,42.0,10.0,59.0,59.0,0.0,1
41.0,-1.0,81.0,0.0,42.0,12.0,41.0,40.0,0.0,1
55.0,0.0,77.0,0.0,-20.0,-14.0,21.0,97.0,76.0,4
37.0,0.0,77.0,0.0,10.0,31.0,40.0,66.0,26.0,1
51.0,0.0,83.0,4.0,50.0,-3.0,32.0,33.0,2.0,1
55.0,0.0,77.0,-4.0,10.0,1.0,22.0,67.0,46.0,4
48.0,3.0,87.0,0.0,46.0,0.0,39.0,41.0,2.0,1
55.0,0.0,96.0,0.0,42.0,-5.0,41.0,55.0,14.0,4
102.0,2.0,103.0,8.0,70.0,-21.0,1.0,33.0,32.0,5
47.0,2.0,88.0,1.0,46.0,0.0,41.0,41.0,0.0,1
77.0,2.0,82.0,5.0,-42.0,-18.0,5.0,126.0,122.0,5
45.0,0.0,82.0,-4.0,44.0,0.0,37.0,38.0,2.0,1
37.0,0.0,79.0,8.0,-6.0,0.0,42.0,86.0,44.0,1
37.0,-1.0,77.0,0.0,-2.0,-15.0,40.0,79.0,40.0,1
56.0,1.0,77.0,0.0,10.0,5.0,22.0,67.0,46.0,4
37.0,0.0,81.0,5.0,36.0,0.0,43.0,44.0,2.0,1
55.0,0.0,77.0,-1.0,28.0,-14.0,21.0,48.0,28.0,4
101.0,0.0,102.0,0.0,72.0,17.0,1.0,29.0,28.0,5
45.0,0.0,80.0,-4.0,44.0,0.0,35.0,36.0,0.0,1
56.0,5.0,96.0,0.0,42.0,26.0,40.0,55.0,14.0,4
51.0,0.0,109.0,0.0,50.0,-1.0,59.0,60.0,2.0,1
55.0,0.0,79.0,0.0,54.0,-5.0,23.0,24.0,2.0,1
37.0,0.0,109.0,5.0,34.0,0.0,72.0,75.0,4.0,1
55.0,1.0,91.0,0.0,56.0,31.0,35.0,34.0,0.0,1
56.0,3.0,86.0,0.0,56.0,14.0,31.0,30.0,0.0,1
41.0,0.0,76.0,0.0,38.0,-20.0,35.0,37.0,2.0,1
37.0,0.0,100.0,0.0,36.0,0.0,63.0,64.0,2.0,1
55.0,-1.0,98.0,4.0,50.0,6.0,42.0,49.0,6.0,4
38.0,0.0,92.0,2.0,16.0,12.0,54.0,77.0,22.0,1
55.0,0.0,98.0,0.0,46.0,-9.0,42.0,51.0,8.0,4
45.0,-1.0,82.0,0.0,46.0,19.0,37.0,35.0,0.0,1
56.0,0.0,97.0,6.0,38.0,0.0,41.0,58.0,18.0,4
55.0,0.0,92.0,0.0,26.0,-25.0,36.0,66.0,30.0,4
56.0,0.0,78.0,0.0,42.0,-19.0,22.0,37.0,14.0,4
47.0,0.0,82.0,-2.0,46.0,-4.0,34.0,35.0,0.0,1
37.0,0.0,106.0,0.0,24.0,4.0,69.0,82.0,14.0,1
37.0,0.0,79.0,0.0,26.0,23.0,42.0,53.0,10.0,1
51.0,0.0,87.0,0.0,50.0,-19.0,36.0,38.0,2.0,1
43.0,-1.0,89.0,0.0,44.0,24.0,46.0,45.0,0.0,1
53.0,0.0,86.0,0.0,54.0,28.0,33.0,32.0,0.0,1
47.0,1.0,86.0,0.0,46.0,0.0,39.0,39.0,0.0,1
53.0,0.0,85.0,0.0,54.0,12.0,32.0,31.0,0.0,1
37.0,0.0,77.0,0.0,28.0,6.0,40.0,48.0,8.0,1
37.0,-1.0,79.0,-6.0,20.0,-13.0,43.0,59.0,16.0,1
44.0,1.0,80.0,0.0,42.0,-17.0,36.0,39.0,2.0,1
56.0,-3.0,78.0,11.0,-4.0,0.0,22.0,83.0,62.0,4
46.0,1.0,86.0,0.0,46.0,12.0,40.0,39.0,0.0,1
37.0,0.0,104.0,0.0,26.0,-26.0,67.0,78.0,12.0,1
37.0,0.0,86.0,0.0,36.0,-11.0,49.0,50.0,2.0,1
83.0,0.0,86.0,0.0,-4.0,22.0,3.0,92.0,88.0,5
81.0,2.0,84.0,0.0,-14.0,-13.0,3.0,100.0,96.0,5
58.0,-4.0,108.0,0.0,56.0,-4.0,49.0,51.0,2.0,1
55.0,-5.0,77.0,0.0,0.0,0.0,22.0,77.0,56.0,4
45.0,0.0,86.0,-1.0,46.0,30.0,40.0,39.0,0.0,1
37.0,0.0,109.0,1.0,26.0,0.0,71.0,83.0,12.0,1
42.0,3.0,79.0,2.0,42.0,0.0,36.0,37.0,2.0,1
55.0,0.0,77.0,0.0,20.0,-17.0,22.0,57.0,34.0,4
56.0,-1.0,86.0,0.0,56.0,13.0,30.0,29.0,0.0,1
45.0,3.0,76.0,1.0,44.0,-4.0,31.0,32.0,2.0,1
59.0,0.0,86.0,0.0,56.0,-24.0,28.0,30.0,2.0,1
45.0,-3.0,89.0,3.0,44.0,0.0,44.0,45.0,0.0,1
37.0,0.0,76.0,0.0,24.0,28.0,39.0,53.0,14.0,1
44.0,0.0,86.0,8.0,42.0,-29.0,43.0,45.0,2.0,1
55.0,0.0,97.0,3.0,52.0,0.0,41.0,45.0,4.0,4
37.0,0.0,97.0,0.0,20.0,-4.0,60.0,77.0,16.0,1
44.0,4.0,86.0,-3.0,44.0,20.0,42.0,42.0,0.0,1
37.0,0.0,81.0,2.0,36.0,-18.0,44.0,45.0,2.0,1
37.0,0.0,94.0,0.0,8.0,-25.0,57.0,86.0,30.0,1
42.0,3.0,83.0,0.0,42.0,0.0,42.0,42.0,0.0,1
37.0,2.0,82.0,-3.0,36.0,0.0,45.0,46.0,0.0,1
38.0,-1.0,77.0,7.0,38.0,0.0,39.0,38.0,0.0,1
38.0,0.0,77.0,0.0,38.0,4.0,39.0,38.0,0.0,1
37.0,1.0,80.0,0.0,20.0,1.0,43.0,59.0,16.0,1
41.0,0.0,86.0,0.0,38.0,-16.0,45.0,47.0,2.0,1
45.0,0.0,86.0,0.0,46.0,9.0,40.0,39.0,0.0,1
54.0,2.0,89.0,0.0,54.0,0.0,35.0,35.0,0.0,1
56.0,0.0,77.0,0.0,-12.0,18.0,21.0,90.0,68.0,4
41.0,0.0,79.0,7.0,42.0,7.0,38.0,38.0,0.0,1
43.0,-2.0,81.0,0.0,42.0,0.0,38.0,40.0,2.0,1
37.0,0.0,83.0,2.0,24.0,0.0,46.0,59.0,14.0,1
45.0,-3.0,84.0,0.0,44.0,0.0,39.0,40.0,0.0,1
55.0,3.0,86.0,0.0,54.0,0.0,32.0,32.0,0.0,1
37.0,0.0,106.0,0.0,30.0,1.0,69.0,75.0,6.0,1
56.0,0.0,81.0,0.0,54.0,-18.0,25.0,27.0,2.0,1
50.0,1.0,78.0,0.0,50.0,0.0,29.0,29.0,0.0,1
43.0,3.0,93.0,0.0,42.0,0.0,51.0,52.0,2.0,1
37.0,0.0,105.0,0.0,34.0,26.0,68.0,71.0,4.0,1
45.0,0.0,76.0,0.0,44.0,-1.0,31.0,32.0,2.0,1
45.0,-1.0,81.0,0.0,46.0,4.0,36.0,35.0,0.0,1
37.0,0.0,76.0,-5.0,36.0,9.0,40.0,40.0,0.0,1
44.0,0.0,79.0,-1.0,44.0,0.0,35.0,35.0,0.0,1
56.0,0.0,79.0,0.0,10.0,-18.0,23.0,68.0,46.0,4
37.0,0.0,96.0,0.0,34.0,7.0,59.0,62.0,4.0,1
39.0,-1.0,81.0,-2.0,38.0,0.0,41.0,42.0,0.0,1
55.0,0.0,98.0,0.0,52.0,6.0,42.0,46.0,4.0,4
41.0,0.0,79.0,0.0,38.0,-15.0,39.0,41.0,2.0,1
37.0,0.0,75.0,0.0,18.0,-16.0,38.0,57.0,18.0,1
55.0,0.0,77.0,0.0,-20.0,13.0,21.0,97.0,76.0,4
43.0,0.0,86.0,0.0,42.0,-11.0,42.0,44.0,2.0,1
37.0,0.0,79.0,0.0,8.0,-23.0,43.0,72.0,28.0,1
56.0,0.0,97.0,0.0,44.0,-25.0,41.0,53.0,12.0,4
52.0,-1.0,88.0,3.0,52.0,0.0,36.0,37.0,0.0,1
56.0,0.0,97.0,0.0,46.0,28.0,41.0,51.0,10.0,4
55.0,4.0,83.0,0.0,54.0,0.0,28.0,29.0,2.0,1
55.0,0.0,77.0,6.0,-10.0,0.0,22.0,88.0,66.0,4
51.0,0.0,87.0,0.0,52.0,4.0,36.0,35.0,0.0,1
44.0,5.0,79.0,0.0,44.0,23.0,35.0,35.0,0.0,1
37.0,0.0,104.0,0.0,18.0,14.0,66.0,86.0,20.0,1
43.0,3.0,78.0,4.0,42.0,0.0,35.0,37.0,2.0,1
42.0,1.0,77.0,4.0,42.0,0.0,35.0,36.0,2.0,1
43.0,2.0,80.0,0.0,42.0,0.0,37.0,39.0,2.0,1
37.0,0.0,77.0,0.0,18.0,-18.0,41.0,59.0,18.0,1
46.0,5.0,85.0,0.0,46.0,0.0,39.0,39.0,0.0,1
46.0,5.0,86.0,-1.0,46.0,9.0,41.0,40.0,0.0,1
41.0,0.0,108.0,5.0,38.0,-8.0,67.0,69.0,2.0,1
37.0,0.0,77.0,0.0,36.0,23.0,40.0,41.0,0.0,1
43.0,2.0,81.0,0.0,42.0,0.0,38.0,40.0,2.0,1
43.0,0.0,87.0,8.0,42.0,0.0,44.0,46.0,2.0,1
55.0,-1.0,98.0,0.0,52.0,16.0,42.0,46.0,4.0,4
56.0,0.0,97.0,0.0,54.0,8.0,40.0,42.0,2.0,1
45.0,0.0,87.0,-2.0,44.0,-4.0,42.0,43.0,2.0,1
49.0,-2.0,82.0,0.0,50.0,12.0,33.0,33.0,0.0,1
55.0,0.0,76.0,0.0,-14.0,2.0,21.0,92.0,70.0,4
38.0,3.0,90.0,0.0,6.0,-15.0,52.0,84.0,32.0,1
43.0,-4.0,86.0,0.0,44.0,22.0,42.0,42.0,0.0,1
43.0,1.0,76.0,0.0,42.0,0.0,33.0,35.0,2.0,1
52.0,0.0,87.0,0.0,50.0,-29.0,35.0,38.0,2.0,1
37.0,0.0,76.0,0.0,36.0,20.0,38.0,39.0,2.0,1
55.0,0.0,81.0,0.0,54.0,-9.0,25.0,26.0,2.0,1
55.0,0.0,77.0,0.0,18.0,-17.0,22.0,59.0,38.0,4
41.0,0.0,79.0,2.0,42.0,8.0,38.0,38.0,0.0,1
37.0,0.0,83.0,0.0,8.0,-15.0,46.0,75.0,28.0,1
42.0,0.0,79.0,-2.0,42.0,-4.0,37.0,38.0,2.0,1
37.0,0.0,76.0,8.0,28.0,-10.0,40.0,48.0,8.0,1
42.0,5.0,76.0,0.0,42.0,0.0,35.0,35.0,0.0,1
37.0,0.0,79.0,0.0,2.0,-19.0,42.0,76.0,34.0,1
44.0,-1.0,79.0,0.0,44.0,2.0,35.0,35.0,0.0,1
56.0,3.0,92.0,0.0,56.0,13.0,36.0,35.0,0.0,1
55.0,0.0,93.0,0.0,38.0,-9.0,37.0,54.0,16.0,4
41.0,0.0,86.0,-1.0,38.0,-15.0,45.0,47.0,2.0,1
56.0,0.0,96.0,2.0,42.0,-16.0,40.0,55.0,14.0,4
38.0,4.0,106.0,0.0,38.0,1.0,68.0,67.0,0.0,1
37.0,-1.0,81.0,0.0,36.0,-13.0,43.0,44.0,2.0,1
53.0,0.0,86.0,0.0,52.0,-22.0,33.0,34.0,2.0,1
78.0,0.0,82.0,-3.0,-46.0,0.0,4.0,128.0,124.0,5
49.0,1.0,88.0,0.0,46.0,-2.0,39.0,41.0,2.0,1
49.0,3.0,85.0,0.0,50.0,31.0,36.0,36.0,0.0,1
80.0,1.0,84.0,4.0,-40.0,6.0,5.0,126.0,122.0,5
49.0,3.0,78.0,0.0,50.0,1.0,29.0,29.0,0.0,1
79.0,-5.0,83.0,0.0,-46.0,0.0,5.0,130.0,126.0,5
37.0,0.0,78.0,0.0,8.0,-1.0,42.0,70.0,28.0,1
53.0,4.0,86.0,0.0,54.0,16.0,33.0,32.0,0.0,1
44.0,0.0,85.0,0.0,44.0,8.0,41.0,41.0,0.0,1
46.0,0.0,86.0,2.0,44.0,-30.0,41.0,42.0,2.0,1
55.0,0.0,93.0,0.0,2.0,-15.0,38.0,91.0,52.0,4
43.0,0.0,86.0,0.0,42.0,-13.0,42.0,44.0,2.0,1
37.0,0.0,79.0,0.0,30.0,4.0,42.0,48.0,6.0,1
43.0,0.0,77.0,5.0,42.0,0.0,34.0,35.0,2.0,1
58.0,0.0,106.0,-6.0,56.0,0.0,49.0,49.0,0.0,1
44.0,-2.0,82.0,0.0,44.0,11.0,38.0,38.0,0.0,1
56.0,0.0,78.0,0.0,10.0,-13.0,22.0,68.0,46.0,4
55.0,-1.0,83.0,-4.0,54.0,0.0,28.0,28.0,0.0,1
56.0,-1.0,86.0,0.0,56.0,11.0,30.0,29.0,0.0,1
45.0,0.0,86.0,-1.0,46.0,21.0,40.0,39.0,0.0,1
49.0,0.0,88.0,1.0,50.0,7.0,39.0,39.0,0.0,1
56.0,0.0,77.0,1.0,-4.0,-8.0,21.0,82.0,62.0,4
37.0,0.0,77.0,-2.0,16.0,-5.0,41.0,62.0,22.0,1
37.0,0.0,74.0,0.0,30.0,-11.0,37.0,43.0,6.0,1
37.0,0.0,76.0,0.0,30.0,-25.0,40.0,45.0,6.0,1
37.0,0.0,79.0,5.0,-2.0,0.0,42.0,82.0,40.0,1
56.0,0.0,95.0,0.0,52.0,-5.0,40.0,44.0,4.0,4
42.0,0.0,86.0,2.0,42.0,0.0,44.0,44.0,0.0,1
55.0,0.0,84.0,-5.0,54.0,0.0,30.0,30.0,0.0,1
41.0,0.0,83.0,-3.0,38.0,6.0,42.0,44.0,2.0,1
44.0,0.0,83.0,-2.0,44.0,3.0,39.0,39.0,0.0,1
51.0,0.0,83.0,-3.0,52.0,17.0,32.0,32.0,0.0,1
43.0,0.0,88.0,0.0,42.0,-7.0,45.0,47.0,2.0,1
56.0,0.0,92.0,0.0,52.0,-6.0,36.0,40.0,4.0,4
44.0,5.0,78.0,0.0,44.0,15.0,34.0,34.0,0.0,1
102.0,0.0,103.0,0.0,72.0,23.0,1.0,31.0,30.0,5
37.0,0.0,76.0,0.0,28.0,-9.0,39.0,47.0,8.0,1
39.0,1.0,106.0,0.0,38.0,0.0,66.0,67.0,0.0,1
39.0,-2.0,83.0,0.0,38.0,0.0,45.0,44.0,0.0,1
38.0,0.0,102.0,0.0,38.0,5.0,64.0,63.0,0.0,1
46.0,0.0,90.0,-1.0,46.0,0.0,43.0,43.0,0.0,1
45.0,0.0,86.0,8.0,44.0,-2.0,41.0,42.0,2.0,1
45.0,-1.0,100.0,0.0,44.0,-14.0,54.0,56.0,2.0,1
85.0,0.0,88.0,0.0,6.0,9.0,3.0,83.0,80.0,5
55.0,-3.0,99.0,0.0,50.0,0.0,44.0,50.0,6.0,4
41.0,2.0,78.0,0.0,42.0,23.0,37.0,37.0,0.0,1
39.0,-1.0,79.0,8.0,38.0,0.0,40.0,41.0,0.0,1
55.0,0.0,77.0,0.0,-28.0,-10.0,21.0,105.0,84.0,4
49.0,5.0,86.0,0.0,46.0,-11.0,38.0,40.0,2.0,1
55.0,0.0,82.0,0.0,-20.0,12.0,26.0,103.0,76.0,4
43.0,1.0,76.0,4.0,42.0,0.0,32.0,34.0,2.0,1
40.0,0.0,87.0,3.0,38.0,0.0,47.0,48.0,2.0,1
55.0,0.0,77.0,0.0,8.0,0.0,22.0,70.0,48.0,4
41.0,0.0,86.0,-1.0,38.0,-4.0,45.0,47.0,2.0,1
55.0,0.0,78.0,0.0,44.0,-21.0,23.0,34.0,12.0,4
55.0,0.0,83.0,1.0,-24.0,0.0,27.0,108.0,82.0,4
51.0,0.0,86.0,-3.0,52.0,-3.0,35.0,35.0,0.0,1
37.0,0.0,106.0,0.0,26.0,26.0,69.0,80.0,12.0,1
53.0,0.0,78.0,2.0,54.0,15.0,25.0,24.0,0.0,1
37.0,0.0,76.0,10.0,24.0,0.0,39.0,53.0,14.0,1
38.0,1.0,76.0,0.0,38.0,15.0,38.0,37.0,0.0,1
66.0,0.0,109.0,0.0,68.0,11.0,43.0,42.0,0.0,1
43.0,0.0,76.0,0.0,44.0,22.0,32.0,32.0,0.0,1
38.0,0.0,106.0,0.0,38.0,14.0,68.0,67.0,0.0,1
44.0,3.0,87.0,1.0,44.0,7.0,43.0,43.0,0.0,1
46.0,0.0,88.0,0.0,46.0,15.0,42.0,41.0,0.0,1
37.0,-1.0,77.0,0.0,38.0,16.0,39.0,38.0,0.0,1
48.0,-5.0,86.0,0.0,46.0,0.0,38.0,39.0,2.0,1
46.0,1.0,81.0,1.0,44.0,-24.0,35.0,37.0,2.0,1
37.0,0.0,79.0,0.0,2.0,3.0,42.0,76.0,34.0,1
37.0,0.0,76.0,-4.0,28.0,2.0,39.0,47.0,8.0,1
37.0,0.0,77.0,-1.0,16.0,-2.0,41.0,62.0,22.0,1
44.0,2.0,81.0,0.0,42.0,-30.0,37.0,40.0,2.0,1
37.0,0.0,80.0,5.0,34.0,0.0,43.0,46.0,2.0,1
43.0,5.0,77.0,0.0,42.0,0.0,35.0,36.0,2.0,1
41.0,0.0,86.0,0.0,42.0,26.0,46.0,45.0,0.0,1
56.0,0.0,92.0,0.0,52.0,-16.0,36.0,40.0,4.0,4
46.0,0.0,84.0,0.0,46.0,6.0,38.0,37.0,0.0,1
37.0,-1.0,81.0,-6.0,38.0,17.0,43.0,42.0,0.0,1
56.0,0.0,95.0,0.0,56.0,11.0,40.0,39.0,0.0,1
44.0,0.0,87.0,3.0,44.0,0.0,43.0,43.0,0.0,1
55.0,0.0,78.0,4.0,10.0,14.0,23.0,68.0,46.0,4
58.0,1.0,85.0,6.0,56.0,0.0,28.0,28.0,0.0,1
